# Friendly names for server settings. Pipe-separated; edit freely, then run: python catalog/build_catalog.py
# target      = server-game or server-login
# file        = path under config/ exactly as on disk
# key         = the real setting name in the file (never change this column)
# name        = what the config manager shows
# unit        = optional unit shown beside the value (×, %, seconds, ms, minutes, hours, days, adena, ...)
# description = optional; replaces the file's own comment when the comment is unhelpful
target|file|key|name|unit|description
server-game|General.ini|RiftSpawnDelay|Monsters appear after entering a room|ms|
server-game|General.ini|AutoJumpsDelayMin|Automatic jump: shortest wait|seconds|
server-game|General.ini|AutoJumpsDelayMax|Automatic jump: longest wait|seconds|
server-game|General.ini|BossRoomTimeMultiply|Extra time in the boss room|times|
server-game|General.ini|RecruitCost|Entry cost: Recruit rift||Dimensional fragments per party member.
server-game|General.ini|SoldierCost|Entry cost: Soldier rift||
server-game|General.ini|OfficerCost|Entry cost: Officer rift||
server-game|General.ini|CaptainCost|Entry cost: Captain rift||
server-game|General.ini|CommanderCost|Entry cost: Commander rift||
server-game|General.ini|HeroCost|Entry cost: Hero rift||
server-game|General.ini|DefaultPunish|Punishment for illegal actions||
server-game|General.ini|DefaultPunishParam|Punishment length||0 = permanent.
server-game|General.ini|OnlyGMItemsFree|Punish buying items for zero adena||
server-game|General.ini|JailIsPvp|Jail is a PvP zone||
server-game|General.ini|JailDisableChat|Block chat in jail||
server-game|General.ini|JailDisableTransaction|Block trading in jail||
server-game|General.ini|NormalEnchantCostMultipiler|Skill enchant cost|times|
server-game|General.ini|SafeEnchantCostMultipiler|Safe skill enchant cost|times|
server-game|General.ini|CustomNpcData|Load custom NPCs||
server-game|General.ini|CustomTeleportTable|Load custom teleports||
server-game|General.ini|CustomSkillsLoad|Load custom skills||
server-game|General.ini|CustomItemsLoad|Load custom items||
server-game|General.ini|CustomMultisellLoad|Load custom multisells||
server-game|General.ini|CustomBuyListLoad|Load custom NPC shop lists||
# ---------------------------------------------------------------- Server.ini (game)
server-game|Server.ini|LoginHost|Login server address||
server-game|Server.ini|LoginPort|Port for talking to the login server||
server-game|Server.ini|GameserverHostname|Game server listens on||0.0.0.0 = every network adapter.
server-game|Server.ini|GameserverPort|Game server port||The port the client connects to (7777).
server-game|Server.ini|PacketEncryption|Encrypt network traffic||
server-game|Server.ini|RequestServerID|Server ID to request||1 = Bartz.
server-game|Server.ini|AcceptAlternateID|Accept a different server ID if taken||
server-game|Server.ini|DatapackRoot|Game data folder||
server-game|Server.ini|ScriptRoot|Scripts folder||
server-game|Server.ini|MaximumOnlineUsers|Most players online at once||
server-game|Server.ini|AllowedProtocolRevisions|Allowed client protocol versions||Interlude is 746. Changing this breaks the client connection.
server-game|Server.ini|ServerListType|Server type label on the server list||
server-game|Server.ini|ServerListAge|Age rating on the server list||
server-game|Server.ini|ServerListBrackets|Show [ ] around the server name||
server-game|Server.ini|DeadlockWatcher|Watch for server freezes||
server-game|Server.ini|DeadlockCheckInterval|Check for freezes every|seconds|
server-game|Server.ini|RestartOnDeadlock|Restart the server after a freeze||
server-game|Server.ini|EnableHardwareInfo|Read hardware ID from the client||Needs a modified client.
server-game|Server.ini|KickMissingHWID|Kick clients without a hardware ID||
server-game|Server.ini|MaxPlayersPerHWID|Characters per computer||0 = unlimited.
server-game|Server.ini|CnameTemplate|Allowed character names (pattern)||A regular expression. .* allows anything.
server-game|Server.ini|PetNameTemplate|Allowed pet names (pattern)||
server-game|Server.ini|ClanNameTemplate|Allowed clan names (pattern)||
server-game|Server.ini|CharMaxNumber|Characters per account||The client shows at most 7.
server-game|Server.ini|PrecautionaryRestartEnabled|Restart when the computer is overloaded||
server-game|Server.ini|PrecautionaryRestartCpu|Overload check: CPU||
server-game|Server.ini|PrecautionaryRestartMemory|Overload check: memory||
server-game|Server.ini|PrecautionaryRestartChecks|Don't restart during sieges, Olympiad or raids||
server-game|Server.ini|PrecautionaryRestartPercentage|Overloaded above|%|
server-game|Server.ini|PrecautionaryRestartDelay|Overload check every|seconds|
server-game|Server.ini|ServerRestartScheduleEnabled|Restart on a schedule||
server-game|Server.ini|ServerRestartScheduleMessage|Tell players about the next restart when they log in||
server-game|Server.ini|ServerRestartScheduleCountdown|Restart countdown|seconds|
server-game|Server.ini|ServerRestartSchedule|Restart times||Example: 12:00, 00:00
server-game|Server.ini|ServerRestartDays|Restart days||1 = Sunday … 7 = Saturday, comma-separated.
# ---------------------------------------------------------------- Server.ini (login)
server-login|Server.ini|LoginserverHostname|Login server listens on||
server-login|Server.ini|LoginserverPort|Login server port for players||The client connects here (2106).
server-login|Server.ini|LoginHostname|Address game servers connect to||
server-login|Server.ini|LoginPort|Port game servers connect to||
server-login|Server.ini|LoginTryBeforeBan|Wrong passwords before an IP is blocked||
server-login|Server.ini|LoginBlockAfterBan|Block wrong-password IPs for|seconds|
server-login|Server.ini|AcceptNewGameServer|Accept new game servers||
server-login|Server.ini|EnableFloodProtection|Login flood protection||
server-login|Server.ini|FastConnectionLimit|Fast connections allowed||
server-login|Server.ini|NormalConnectionTime|Normal connection time|ms|
server-login|Server.ini|FastConnectionTime|Fast connection time|ms|
server-login|Server.ini|MaxConnectionPerIP|Connections per IP||
server-login|Server.ini|ShowLicence|Show the license screen after login||
server-login|Server.ini|AutoCreateAccounts|Create an account automatically on first login||Any new account name and password typed at the login screen becomes a new account.
server-login|Server.ini|DatapackRoot|Data folder||
server-login|Server.ini|LoginRestartSchedule|Restart the login server on a schedule||
server-login|Server.ini|LoginRestartTime|Restart the login server every|hours|
# ---------------------------------------------------------------- NPC.ini
server-game|NPC.ini|AnnounceMammonSpawn|Announce where Mammon's merchants appear||
server-game|NPC.ini|AltMobAgroInPeaceZone|Aggressive monsters attack in peace zones||
server-game|NPC.ini|AltAttackableNpcs|NPCs can be attacked||
server-game|NPC.ini|AltGameViewNpc|Show NPC details on Shift+click||
server-game|NPC.ini|ShowNpcLevel|Show monster levels||
server-game|NPC.ini|ShowNpcAggression|Mark aggressive monsters||
server-game|NPC.ini|AttackablesCampPlayerCorpses|Monsters stay near players they killed||
server-game|NPC.ini|ShowCrestWithoutQuest|Show clan crests on NPCs without the quest||
server-game|NPC.ini|EnableRandomEnchantEffect|NPC weapons glow with random enchant effects||
server-game|NPC.ini|DecayTimeTask|Corpse decay check interval|ms|
server-game|NPC.ini|DefaultCorpseTime|Monster corpses stay for|seconds|
server-game|NPC.ini|SpoiledCorpseExtendTime|Spoiled corpses stay extra|seconds|
server-game|NPC.ini|CorpseConsumeSkillAllowedTimeBeforeDecay|Corpse skills can be used until decay minus|ms|
server-game|NPC.ini|MaxAggroRange|Monsters chase players for up to||
server-game|NPC.ini|MaxDriftRange|Monsters wander up to||
server-game|NPC.ini|AggroDistanceCheckEnabled|Monsters give up when pulled too far||
server-game|NPC.ini|AggroDistanceCheckRange|…give-up distance||
server-game|NPC.ini|AggroDistanceCheckRaids|…also applies to raid bosses||
server-game|NPC.ini|AggroDistanceCheckRaidRange|…raid boss give-up distance||
server-game|NPC.ini|AggroDistanceCheckInstances|…also applies inside instances||
server-game|NPC.ini|AggroDistanceCheckRestoreLife|…monsters heal fully when they give up||
server-game|NPC.ini|GuardAttackAggroMob|Guards attack aggressive monsters||
server-game|NPC.ini|AllowWyvernUpgrader|Allow the wyvern upgrade NPC||
server-game|NPC.ini|MaximumSlotsForPet|Pet inventory slots||
server-game|NPC.ini|PetHpRegenMultiplier|Pet HP regeneration|%|
server-game|NPC.ini|PetMpRegenMultiplier|Pet MP regeneration|%|
server-game|NPC.ini|RaidHpRegenMultiplier|Raid boss HP regeneration|%|
server-game|NPC.ini|RaidMpRegenMultiplier|Raid boss MP regeneration|%|
server-game|NPC.ini|RaidPDefenceMultiplier|Raid boss P. Def.|%|
server-game|NPC.ini|RaidMDefenceMultiplier|Raid boss M. Def.|%|
server-game|NPC.ini|RaidPAttackMultiplier|Raid boss P. Atk.|%|
server-game|NPC.ini|RaidMAttackMultiplier|Raid boss M. Atk.|%|
server-game|NPC.ini|RaidMinRespawnMultiplier|Raid boss shortest respawn|times|
server-game|NPC.ini|RaidMaxRespawnMultiplier|Raid boss longest respawn|times|
server-game|NPC.ini|RaidMinionRespawnTime|Raid minions respawn after|ms|
server-game|NPC.ini|CustomMinionsRespawnTime|Custom minion respawn times||Format: npcId,seconds;npcId,seconds
server-game|NPC.ini|ForceDeleteMinions|Remove minions when their boss dies||
server-game|NPC.ini|DisableRaidCurse|Turn off the raid curse (Raid Fear/Silence on high-level players)||
server-game|NPC.ini|RaidChaosTime|Raid bosses switch targets after|seconds|
server-game|NPC.ini|GrandChaosTime|Grand bosses switch targets after|seconds|
server-game|NPC.ini|MinionChaosTime|Minions switch targets after|seconds|
# ---------------------------------------------------------------- PVP.ini
server-game|PVP.ini|CanGMDropEquipment|GMs can drop equipment on death||
server-game|PVP.ini|ListOfPetItems|Pet items that never drop||
server-game|PVP.ini|ListOfNonDroppableItems|Items that never drop on death||
server-game|PVP.ini|MinimumPKRequiredToDrop|Player kills needed before items can drop||
server-game|PVP.ini|AntiFeedEnable|Block feeding kills||
server-game|PVP.ini|AntiFeedDualbox|Kills between the same computer don't count||
server-game|PVP.ini|AntiFeedDisconnectedAsDualbox|Kills of disconnected players don't count||
server-game|PVP.ini|AntiFeedInterval|Killing the same player again counts after|seconds|
server-game|PVP.ini|AwardPKKillPVPPoint|Player kills also count as PvP kills||
server-game|PVP.ini|PvPVsNormalTime|Purple (PvP) flag lasts after attacking|ms|
server-game|PVP.ini|PvPVsPvPTime|Purple flag lasts after fighting a flagged player|ms|
# ---------------------------------------------------------------- Olympiad.ini
server-game|Olympiad.ini|OlympiadEnabled|Enable the Olympiad||
server-game|Olympiad.ini|OlympiadStartTime|Daily start hour|hour|
server-game|Olympiad.ini|OlympiadMin|Daily start minute|minute|
server-game|Olympiad.ini|OlympiadCPeriod|Competition period length|ms|
server-game|Olympiad.ini|OlympiadBattle|Match length|ms|
server-game|Olympiad.ini|OlympiadWPeriod|Weekly point bonus every|ms|
server-game|Olympiad.ini|OlympiadVPeriod|Validation period length|ms|
server-game|Olympiad.ini|OlympiadStartPoints|Starting Olympiad points||
server-game|Olympiad.ini|OlympiadWeeklyPoints|Points added each week||
server-game|Olympiad.ini|OlympiadClassedParticipants|Players needed for class matches||
server-game|Olympiad.ini|OlympiadNonClassedParticipants|Players needed for open matches||
server-game|Olympiad.ini|OlympiadRegistrationDisplayNumber|Registration count shown to players||
server-game|Olympiad.ini|OlympiadBattleRewItem|Match reward item ID||
server-game|Olympiad.ini|OlympiadClassedRewItemCount|Class match reward amount||
server-game|Olympiad.ini|OlympiadNonClassedRewItemCount|Open match reward amount||
server-game|Olympiad.ini|OlympiadCompRewItem|Point exchange reward item ID||
server-game|Olympiad.ini|OlympiadGPPerPoint|Reward items per Olympiad point||
server-game|Olympiad.ini|OlympiadHeroPoints|Bonus points for heroes||
server-game|Olympiad.ini|OlympiadMaxPoints|Most points a player can gain||
server-game|Olympiad.ini|OlympiadShowMonthlyWinners|Show monthly winners in the ranking||
server-game|Olympiad.ini|OlympiadAnnounceGames|Announce matches||
server-game|Olympiad.ini|OlympiadRestrictedItems|Items not allowed in the Olympiad||
server-game|Olympiad.ini|OlympiadDisableBlessedSpiritShots|Block Blessed Spiritshots in the Olympiad||
server-game|Olympiad.ini|OlympiadEnchantLimit|Enchant level limit in the Olympiad||-1 = no limit.
server-game|Olympiad.ini|OlympiadLogFights|Log Olympiad fights||
server-game|Olympiad.ini|OlympiadWaitTime|Wait before a match starts|seconds|
server-game|Olympiad.ini|OlympiadUseCustomPeriodSettings|Use a custom Olympiad period||
server-game|Olympiad.ini|OlympiadPeriod|Custom period unit||
server-game|Olympiad.ini|OlympiadPeriodMultiplier|Custom period length||
server-game|Olympiad.ini|OlympiadCompetitionDays|Competition days||1 = Sunday … 7 = Saturday.
# ---------------------------------------------------------------- Siege.ini / Feature.ini (non-pattern)
server-game|Siege.ini|SiegeCycle|Weeks between castle sieges|weeks|
server-game|Siege.ini|SiegeLength|Siege length|minutes|
server-game|Siege.ini|MaxFlags|Headquarters flags per clan||
server-game|Siege.ini|SiegeClanMinLevel|Clan level needed to join a siege||
server-game|Siege.ini|AttackerMaxClans|Most attacking clans||
server-game|Siege.ini|DefenderMaxClans|Most defending clans||
server-game|Siege.ini|AttackerRespawn|Attacker respawn delay|ms|
server-game|Siege.ini|BloodAllianceReward|Blood Alliance reward for a successful defense||
server-game|Feature.ini|SiegeHourList|Hours a siege may start||Comma-separated hours.
server-game|Feature.ini|AltClanHallMpBuffFree|Clan hall buffs cost no MP||
server-game|Feature.ini|FortressPeriodicUpdateFrequency|Fortress reward interval|minutes|
server-game|Feature.ini|FortressBloodOathCount|Blood Oaths per fortress reward||
server-game|Feature.ini|FortressMaxSupplyLevel|Fortress supply level cap||
server-game|Feature.ini|FortressFeeForCastle|Fortress tax paid to the castle|adena|
server-game|Feature.ini|FortressMaximumOwnTime|Longest a clan can hold a fortress|hours|
server-game|Feature.ini|AltOpenCatacumbs|Catacombs and necropolises always open||
server-game|Feature.ini|AltOpenNecropolis|Necropolises always open||
server-game|Feature.ini|AltRequireClanCastle|Only castle-owning clans can join Seven Signs||
server-game|Feature.ini|AltCastleForDawn|Joining Dawn requires a castle||
server-game|Feature.ini|AltCastleForDusk|Joining Dusk requires no castle||
server-game|Feature.ini|AltFestivalMinPlayer|Festival of Darkness: minimum party||
server-game|Feature.ini|AltMaxPlayerContrib|Most seal stones a player can contribute||
server-game|Feature.ini|AltFestivalManagerStart|Festival: signup opens after|ms|
server-game|Feature.ini|AltFestivalLength|Festival length|ms|
server-game|Feature.ini|AltFestivalCycleLength|Festival cycle length|ms|
server-game|Feature.ini|AltFestivalFirstSpawn|Festival: first monsters after|ms|
server-game|Feature.ini|AltFestivalFirstSwarm|Festival: first swarm after|ms|
server-game|Feature.ini|AltFestivalSecondSpawn|Festival: second monsters after|ms|
server-game|Feature.ini|AltFestivalSecondSwarm|Festival: second swarm after|ms|
server-game|Feature.ini|AltFestivalChestSpawn|Festival: chests appear after|ms|
server-game|Feature.ini|AltDawnGatesPdefMult|Dawn castle gate P. Def.|times|
server-game|Feature.ini|AltDuskGatesPdefMult|Dusk castle gate P. Def.|times|
server-game|Feature.ini|AltDawnGatesMdefMult|Dawn castle gate M. Def.|times|
server-game|Feature.ini|AltDuskGatesMdefMult|Dusk castle gate M. Def.|times|
server-game|Feature.ini|StrictSevenSigns|Retail Seven Signs restrictions||
server-game|Feature.ini|AltSevenSignsLazyUpdate|Save Seven Signs data less often||
server-game|Feature.ini|SevenSignsDawnTicketQuantity|Lord of Dawn tickets available||
server-game|Feature.ini|SevenSignsDawnTicketPrice|Lord of Dawn ticket price|adena|
server-game|Feature.ini|SevenSignsDawnTicketBundle|Lord of Dawn tickets per bundle||
server-game|Feature.ini|SevenSignsManorsAgreementId|Manor agreement item ID||
server-game|Feature.ini|SevenSignsJoinDawnFee|Fee to join Dawn|adena|
server-game|Feature.ini|TakeFortPoints|Reputation for taking a fortress||
server-game|Feature.ini|TakeCastlePoints|Reputation for taking a castle||
server-game|Feature.ini|CastleDefendedPoints|Reputation for defending a castle||
server-game|Feature.ini|FestivalOfDarknessWin|Reputation for winning the Festival of Darkness||
server-game|Feature.ini|HeroPoints|Reputation when a member becomes a hero||
server-game|Feature.ini|CompleteAcademyMinPoints|Reputation for an academy graduate (lowest)||
server-game|Feature.ini|CompleteAcademyMaxPoints|Reputation for an academy graduate (highest)||
server-game|Feature.ini|KillBallistaPoints|Reputation for destroying a ballista||
server-game|Feature.ini|BloodAlliancePoints|Reputation per Blood Alliance||
server-game|Feature.ini|BloodOathPoints|Reputation per Blood Oath||
server-game|Feature.ini|KnightsEpaulettePoints|Reputation per Knight's Epaulette||
server-game|Feature.ini|ReputationScorePerKill|Reputation per clan war kill||
server-game|Feature.ini|LooseFortPoints|Reputation lost when a fortress falls||
server-game|Feature.ini|LooseCastlePoints|Reputation lost when a castle falls||
server-game|Feature.ini|CreateRoyalGuardCost|Reputation cost: create Royal Guard||
server-game|Feature.ini|CreateKnightUnitCost|Reputation cost: create Order of Knights||
server-game|Feature.ini|ReinforceKnightUnitCost|Reputation cost: expand Order of Knights||
server-game|Feature.ini|AllowRideWyvernAlways|Wyverns can be ridden anywhere||
server-game|Feature.ini|AllowRideWyvernDuringSiege|Wyverns can be ridden during sieges||
server-game|Feature.ini|AllowRideMountsDuringSiege|Mounts can be ridden during sieges||
# ---------------------------------------------------------------- Custom/
server-game|Custom/AllowedPlayerRaces.ini|AllowHuman|Humans can be created||
server-game|Custom/AllowedPlayerRaces.ini|AllowElf|Elves can be created||
server-game|Custom/AllowedPlayerRaces.ini|AllowDarkElf|Dark Elves can be created||
server-game|Custom/AllowedPlayerRaces.ini|AllowOrc|Orcs can be created||
server-game|Custom/AllowedPlayerRaces.ini|AllowDwarf|Dwarves can be created||
server-game|Custom/StartingLocation.ini|CustomStartingLocation|Start new characters at a custom location||
server-game|Custom/StartingLocation.ini|CustomStartingLocX|Custom start: X||
server-game|Custom/StartingLocation.ini|CustomStartingLocY|Custom start: Y||
server-game|Custom/StartingLocation.ini|CustomStartingLocZ|Custom start: Z||
server-game|Custom/StartingTitle.ini|EnableStartingTitle|Give new characters a title||
server-game|Custom/StartingTitle.ini|StartingTitle|Starting title||
server-game|Custom/AutoPlay.ini|EnableAutoPlay|Enable auto play||
server-game|Custom/AutoPlay.ini|EnableAutoPotion|Auto play uses potions||
server-game|Custom/AutoPlay.ini|EnableAutoSkill|Auto play uses skills||
server-game|Custom/AutoPlay.ini|EnableAutoItem|Auto play uses items||
server-game|Custom/AutoPlay.ini|ResumeAutoPlay|Resume auto play after logging back in||
server-game|Custom/AutoPlay.ini|AssistLeader|Auto play assists the party leader||
server-game|Custom/AutoPlay.ini|ShortRange|Auto play short range||
server-game|Custom/AutoPlay.ini|LongRange|Auto play long range||
server-game|Custom/AutoPlay.ini|AutoPlayPremium|Auto play is premium-only||
server-game|Custom/AutoPlay.ini|DisabledSkillIds|Skills auto play never uses||
server-game|Custom/AutoPlay.ini|DisabledItemIds|Items auto play never uses||
server-game|Custom/AutoPlay.ini|IgnoredAutoPickItems|Items auto play never picks up||
server-game|Custom/AutoPlay.ini|AutoPlayLoginMessage|Auto play login message||
server-game|Custom/AutoPotions.ini|AutoPotionsEnabled|Enable auto potions (.apon)||
server-game|Custom/AutoPotions.ini|AutoPotionsInOlympiad|Allow auto potions in the Olympiad||
server-game|Custom/AutoPotions.ini|AutoPotionMinimumLevel|Level needed for auto potions||
server-game|Custom/AutoPotions.ini|AutoCpEnabled|Auto CP potions||
server-game|Custom/AutoPotions.ini|AutoCpPercentage|Use CP potion below|%|
server-game|Custom/AutoPotions.ini|AutoCpItemIds|CP potion item IDs||
server-game|Custom/AutoPotions.ini|AutoHpEnabled|Auto HP potions||
server-game|Custom/AutoPotions.ini|AutoHpPercentage|Use HP potion below|%|
server-game|Custom/AutoPotions.ini|AutoHpItemIds|HP potion item IDs||
server-game|Custom/AutoPotions.ini|AutoMpEnabled|Auto MP potions||
server-game|Custom/AutoPotions.ini|AutoMpPercentage|Use MP potion below|%|
server-game|Custom/AutoPotions.ini|AutoMpItemIds|MP potion item IDs||
server-game|Custom/Banking.ini|BankingEnabled|Enable banking (.deposit / .withdraw)||
server-game|Custom/Banking.ini|BankingGoldbarCount|Gold bars per exchange||
server-game|Custom/Banking.ini|BankingAdenaCount|Adena per exchange|adena|
server-game|Custom/BossAnnouncements.ini|RaidBossSpawnAnnouncements|Announce raid boss spawns||
server-game|Custom/BossAnnouncements.ini|RaidBossDefeatAnnouncements|Announce raid boss kills||
server-game|Custom/BossAnnouncements.ini|RaidBossInstanceAnnouncements|Also announce raid bosses in instances||
server-game|Custom/BossAnnouncements.ini|GrandBossSpawnAnnouncements|Announce grand boss spawns||
server-game|Custom/BossAnnouncements.ini|GrandBossDefeatAnnouncements|Announce grand boss kills||
server-game|Custom/BossAnnouncements.ini|GrandBossInstanceAnnouncements|Also announce grand bosses in instances||
server-game|Custom/BossAnnouncements.ini|RaidbossExcludedFromSpawnAnnouncements|Bosses never announced when they spawn||
server-game|Custom/BossAnnouncements.ini|RaidbossExcludedFromDefeatAnnouncements|Bosses never announced when killed||
server-game|Custom/CancelReturn.ini|CancelReturn|Return cancelled buffs||
server-game|Custom/CancelReturn.ini|ReturnMonster|…when cancelled by monsters||
server-game|Custom/CancelReturn.ini|ReturnPlayer|…when cancelled by players||
server-game|Custom/CancelReturn.ini|ReturnPlayerOlys|…when cancelled in the Olympiad||
server-game|Custom/CancelReturn.ini|TimeToReturn|Buffs come back after|seconds|
server-game|Custom/Captcha.ini|EnableCaptcha|Ask farmers to solve a captcha||
server-game|Custom/Captcha.ini|KillCounter|Monster kills before a captcha||
server-game|Custom/Captcha.ini|KillCounterRandomization|Random extra kills before a captcha||
server-game|Custom/Captcha.ini|KillCounterReset|Reset the kill count over time||
server-game|Custom/Captcha.ini|KillCounterResetTime|Reset the kill count after|minutes|
server-game|Custom/Captcha.ini|ValidationTime|Time to answer the captcha|seconds|
server-game|Custom/Captcha.ini|CaptchaAttempts|Captcha attempts||
server-game|Custom/Captcha.ini|Punishment|Captcha: punishment for failing||
server-game|Custom/Captcha.ini|JailTime|Captcha: jail time|minutes|
server-game|Custom/Captcha.ini|DoubleJailTime|Captcha: double jail time for repeat offenders||
server-game|Custom/ChampionMonsters.ini|ChampionEnable|Enable champion monsters||
server-game|Custom/ChampionMonsters.ini|ChampionPassive|Champions can be passive monsters||
server-game|Custom/ChampionMonsters.ini|ChampionFrequency|Chance a monster is a champion|%|
server-game|Custom/ChampionMonsters.ini|ChampionTitle|Champion title||
server-game|Custom/ChampionMonsters.ini|ChampionAura|Champions glow||
server-game|Custom/ChampionMonsters.ini|ChampionMinLevel|Lowest champion level||
server-game|Custom/ChampionMonsters.ini|ChampionMaxLevel|Highest champion level||
server-game|Custom/ChampionMonsters.ini|ChampionHp|Champion HP|times|
server-game|Custom/ChampionMonsters.ini|ChampionHpRegen|Champion HP regeneration|times|
server-game|Custom/ChampionMonsters.ini|ChampionRewardsExpSp|Champion experience and SP|times|
server-game|Custom/ChampionMonsters.ini|ChampionRewardsChance|Champion drop chance|times|
server-game|Custom/ChampionMonsters.ini|ChampionRewardsAmount|Champion drop amount|times|
server-game|Custom/ChampionMonsters.ini|ChampionAdenasRewardsChance|Champion adena chance|times|
server-game|Custom/ChampionMonsters.ini|ChampionAdenasRewardsAmount|Champion adena amount|times|
server-game|Custom/ChampionMonsters.ini|ChampionAtk|Champion attack|times|
server-game|Custom/ChampionMonsters.ini|ChampionSpdAtk|Champion attack speed|times|
server-game|Custom/ChampionMonsters.ini|ChampionRewardItems|Champion bonus items||
server-game|Custom/ChampionMonsters.ini|ChampionRewardLowerLvlItemChance|Bonus item chance when the player is lower level|%|
server-game|Custom/ChampionMonsters.ini|ChampionRewardHigherLvlItemChance|Bonus item chance when the player is higher level|%|
server-game|Custom/ChampionMonsters.ini|ChampionEnableVitality|Champion kills use vitality||
server-game|Custom/ChampionMonsters.ini|ChampionEnableInInstances|Champions inside instances||
server-game|Custom/ChatModeration.ini|ChatAdmin|Enable GM chat moderation commands||
server-game|Custom/CommunityBoard.ini|CustomCommunityBoard|Use the custom Community Board||
server-game|Custom/CommunityBoard.ini|CommunityCurrencyId|Community Board currency item ID||57 = adena.
server-game|Custom/CommunityBoard.ini|CommunityEnableMultisells|Community Board shops||
server-game|Custom/CommunityBoard.ini|CommunityEnableTeleports|Community Board teleports||
server-game|Custom/CommunityBoard.ini|CommunityEnableBuffs|Community Board buffs||
server-game|Custom/CommunityBoard.ini|CommunityEnableHeal|Community Board healing||
server-game|Custom/CommunityBoard.ini|CommunityEnableDelevel|Community Board delevel||
server-game|Custom/CommunityBoard.ini|CommunityTeleportPrice|Teleport price||
server-game|Custom/CommunityBoard.ini|CommunityBuffPrice|Buff price||
server-game|Custom/CommunityBoard.ini|CommunityHealPrice|Heal price||
server-game|Custom/CommunityBoard.ini|CommunityDelevelPrice|Delevel price||
server-game|Custom/CommunityBoard.ini|CommunityBoardPeaceOnly|Only usable in peace zones||
server-game|Custom/CommunityBoard.ini|CommunityCombatDisabled|Not usable while in combat||
server-game|Custom/CommunityBoard.ini|CommunityKarmaDisabled|Not usable with karma||
server-game|Custom/CommunityBoard.ini|CommunityCastAnimations|Show cast animations for board buffs||
server-game|Custom/CommunityBoard.ini|CommunityPremiumSystem|Sell premium on the Community Board||
server-game|Custom/CommunityBoard.ini|CommunityPremiumBuyCoinId|Premium price item ID||
server-game|Custom/CommunityBoard.ini|CommunityPremiumPricePerDay|Premium price per day||
server-game|Custom/CommunityBoard.ini|CommunityAvailableBuffs|Buffs offered on the board||
server-game|Custom/CommunityBoard.ini|CommunityTeleportList|Teleports offered on the board||
server-game|Custom/CustomMailManager.ini|CustomMailManagerEnabled|Deliver items queued from the database||Needed for adding new items in the Characters tab: the server checks for queued items every few seconds and adds them to characters who are online. Takes effect the next time the world starts.
server-game|Custom/CustomMailManager.ini|DatabaseQueryDelay|Check for new mail every|seconds|
server-game|Custom/DelevelManager.ini|Enabled|Delevel NPC: enabled||
server-game|Custom/DelevelManager.ini|NpcId|Delevel NPC: NPC ID||
server-game|Custom/DelevelManager.ini|RequiredItemId|Delevel NPC: price item ID||
server-game|Custom/DelevelManager.ini|RequiredItemCount|Delevel NPC: price amount||
server-game|Custom/DelevelManager.ini|MimimumDelevel|Delevel NPC: lowest level||
server-game|Custom/NoblessMaster.ini|Enabled|Noblesse NPC: enabled||
server-game|Custom/NoblessMaster.ini|NpcId|Noblesse NPC: NPC ID||
server-game|Custom/NoblessMaster.ini|LevelRequirement|Noblesse NPC: level required||
server-game|Custom/NoblessMaster.ini|ItemId|Noblesse NPC: price item ID||
server-game|Custom/NoblessMaster.ini|ItemCount|Noblesse NPC: price amount||
server-game|Custom/NoblessMaster.ini|RewardTiara|Noblesse NPC: also give the Noblesse Tiara||
server-game|Custom/DualboxCheck.ini|DualboxCheckMaxPlayersPerIP|Characters online per IP||0 = unlimited.
server-game|Custom/DualboxCheck.ini|DualboxCheckMaxOlympiadParticipantsPerIP|Olympiad players per IP||
server-game|Custom/DualboxCheck.ini|DualboxCheckMaxL2EventParticipantsPerIP|Event players per IP||
server-game|Custom/DualboxCheck.ini|DualboxCheckMaxOfflinePlayPerIP|Offline auto play characters per IP||
server-game|Custom/DualboxCheck.ini|DualboxCheckMaxOfflinePlayPremiumPerIP|Offline auto play characters per IP (premium)||
server-game|Custom/DualboxCheck.ini|DualboxCountOfflineTraders|Offline traders count toward the limit||
server-game|Custom/DualboxCheck.ini|DualboxCheckWhitelist|IPs without limits||
server-game|Custom/FactionSystem.ini|EnableFactionSystem|Enable Good vs Evil factions||
server-game|Custom/FactionSystem.ini|StartingLocation|Faction: starting location||
server-game|Custom/FactionSystem.ini|ManagerSpawnLocation|Faction: manager NPC location||
server-game|Custom/FactionSystem.ini|GoodBaseLocation|Good faction base||
server-game|Custom/FactionSystem.ini|EvilBaseLocation|Evil faction base||
server-game|Custom/FactionSystem.ini|GoodTeamName|Good faction name||
server-game|Custom/FactionSystem.ini|EvilTeamName|Evil faction name||
server-game|Custom/FactionSystem.ini|GoodNameColor|Good faction name color||
server-game|Custom/FactionSystem.ini|EvilNameColor|Evil faction name color||
server-game|Custom/FactionSystem.ini|EnableFactionGuards|Faction guards||
server-game|Custom/FactionSystem.ini|RespawnAtFactionBase|Respawn at the faction base||
server-game|Custom/FactionSystem.ini|FactionAutoNobless|Faction members become Noblesse||
server-game|Custom/FactionSystem.ini|EnableFactionChat|Faction chat||
server-game|Custom/FactionSystem.ini|BalanceOnlinePlayers|Keep factions balanced||
server-game|Custom/FactionSystem.ini|BalancePlayerExceedLimit|Largest allowed faction difference||
